"across","along","height","tank","instant"
"120.0","100.0","3.668","Deep","7"
"140.0","100.0","4.296","Deep","7"
"160.0","100.0","3.965","Deep","7"
"180.0","100.0","2.753","Deep","7"
"200.0","100.0","0.998","Deep","7"
"220.0","100.0","-0.811","Deep","7"
"240.0","100.0","-2.197","Deep","7"
"260.0","100.0","-2.832","Deep","7"
"280.0","100.0","-2.627","Deep","7"
"300.0","100.0","-1.735","Deep","7"
"20.0","120.0","0.066","Deep","7"
"40.0","120.0","0.576","Deep","7"
"60.0","120.0","1.502","Deep","7"
"80.0","120.0","2.636","Deep","7"
"100.0","120.0","3.668","Deep","7"
"120.0","120.0","4.259","Deep","7"
"140.0","120.0","4.151","Deep","7"
"160.0","120.0","3.275","Deep","7"
"180.0","120.0","1.791","Deep","7"
"200.0","120.0","0.046","Deep","7"
"220.0","120.0","-1.534","Deep","7"
"240.0","120.0","-2.571","Deep","7"
"260.0","120.0","-2.848","Deep","7"
"280.0","120.0","-2.367","Deep","7"
"300.0","120.0","-1.329","Deep","7"
"20.0","140.0","2.636","Deep","7"
"40.0","140.0","2.945","Deep","7"
"60.0","140.0","3.46","Deep","7"
"80.0","140.0","3.991","Deep","7"
"100.0","140.0","4.296","Deep","7"
"120.0","140.0","4.151","Deep","7"
"140.0","140.0","3.434","Deep","7"
"160.0","140.0","2.185","Deep","7"
"180.0","140.0","0.609","Deep","7"
"200.0","140.0","-0.968","Deep","7"
"220.0","140.0","-2.197","Deep","7"
"240.0","140.0","-2.813","Deep","7"
"260.0","140.0","-2.708","Deep","7"
"280.0","140.0","-1.963","Deep","7"
"300.0","140.0","-0.821","Deep","7"
"20.0","160.0","4.108","Deep","7"
"40.0","160.0","4.197","Deep","7"
"60.0","160.0","4.296","Deep","7"
"80.0","160.0","4.269","Deep","7"
"100.0","160.0","3.965","Deep","7"
"120.0","160.0","3.275","Deep","7"
"140.0","160.0","2.185","Deep","7"
"160.0","160.0","0.803","Deep","7"
"180.0","160.0","-0.65","Deep","7"
"200.0","160.0","-1.895","Deep","7"
"220.0","160.0","-2.676","Deep","7"
"240.0","160.0","-2.836","Deep","7"
"260.0","160.0","-2.367","Deep","7"
"280.0","160.0","-1.412","Deep","7"
"300.0","160.0","-0.233","Deep","7"
"20.0","180.0","4.151","Deep","7"
"40.0","180.0","4.066","Deep","7"
"60.0","180.0","3.851","Deep","7"
"80.0","180.0","3.434","Deep","7"
"100.0","180.0","2.753","Deep","7"
"120.0","180.0","1.791","Deep","7"
"140.0","180.0","0.609","Deep","7"
"160.0","180.0","-0.65","Deep","7"
"180.0","180.0","-1.781","Deep","7"
"200.0","180.0","-2.571","Deep","7"
"220.0","180.0","-2.858","Deep","7"
"240.0","180.0","-2.582","Deep","7"
"260.0","180.0","-1.813","Deep","7"
"280.0","180.0","-0.736","Deep","7"
"300.0","180.0","0.393","Deep","7"
"20.0","200.0","2.934","Deep","7"
"40.0","200.0","2.753","Deep","7"
"60.0","200.0","2.378","Deep","7"
"80.0","200.0","1.791","Deep","7"
"100.0","200.0","0.998","Deep","7"
"120.0","200.0","0.046","Deep","7"
"140.0","200.0","-0.968","Deep","7"
"160.0","200.0","-1.895","Deep","7"
"180.0","200.0","-2.571","Deep","7"
"200.0","200.0","-2.854","Deep","7"
"220.0","200.0","-2.669","Deep","7"
"240.0","200.0","-2.036","Deep","7"
"260.0","200.0","-1.076","Deep","7"
"280.0","200.0","0.01","Deep","7"
"300.0","200.0","0.991","Deep","7"
"20.0","220.0","0.998","Deep","7"
"40.0","220.0","0.803","Deep","7"
"60.0","220.0","0.418","Deep","7"
"80.0","220.0","-0.135","Deep","7"
"100.0","220.0","-0.811","Deep","7"
"120.0","220.0","-1.534","Deep","7"
"140.0","220.0","-2.197","Deep","7"
"160.0","220.0","-2.676","Deep","7"
"180.0","220.0","-2.858","Deep","7"
"200.0","220.0","-2.669","Deep","7"
"220.0","220.0","-2.107","Deep","7"
"240.0","220.0","-1.245","Deep","7"
"260.0","220.0","-0.233","Deep","7"
"280.0","220.0","0.741","Deep","7"
"300.0","220.0","1.488","Deep","7"
"20.0","240.0","-0.968","Deep","7"
"40.0","240.0","-1.118","Deep","7"
"60.0","240.0","-1.402","Deep","7"
"80.0","240.0","-1.781","Deep","7"
"100.0","240.0","-2.197","Deep","7"
"120.0","240.0","-2.571","Deep","7"
"140.0","240.0","-2.813","Deep","7"
"160.0","240.0","-2.836","Deep","7"
"180.0","240.0","-2.582","Deep","7"
"200.0","240.0","-2.036","Deep","7"
"220.0","240.0","-1.245","Deep","7"
"240.0","240.0","-0.315","Deep","7"
"260.0","240.0","0.607","Deep","7"
"280.0","240.0","1.359","Deep","7"
"300.0","240.0","1.806","Deep","7"
"20.0","260.0","-2.366","Deep","7"
"40.0","260.0","-2.441","Deep","7"
"60.0","260.0","-2.571","Deep","7"
"80.0","260.0","-2.719","Deep","7"
"100.0","260.0","-2.832","Deep","7"
"120.0","260.0","-2.848","Deep","7"
"140.0","260.0","-2.708","Deep","7"
"160.0","260.0","-2.367","Deep","7"
"180.0","260.0","-1.813","Deep","7"
"200.0","260.0","-1.076","Deep","7"
"220.0","260.0","-0.233","Deep","7"
"240.0","260.0","0.607","Deep","7"
"260.0","260.0","1.312","Deep","7"
"280.0","260.0","1.766","Deep","7"
"300.0","260.0","1.89","Deep","7"
"20.0","280.0","-2.858","Deep","7"
"40.0","280.0","-2.855","Deep","7"
"60.0","280.0","-2.836","Deep","7"
"80.0","280.0","-2.772","Deep","7"
"100.0","280.0","-2.627","Deep","7"
"120.0","280.0","-2.367","Deep","7"
"140.0","280.0","-1.963","Deep","7"
"160.0","280.0","-1.412","Deep","7"
"180.0","280.0","-0.736","Deep","7"
"200.0","280.0","0.01","Deep","7"
"220.0","280.0","0.741","Deep","7"
"240.0","280.0","1.359","Deep","7"
"260.0","280.0","1.766","Deep","7"
"280.0","280.0","1.893","Deep","7"
"300.0","280.0","1.714","Deep","7"
"20.0","300.0","-2.425","Deep","7"
"40.0","300.0","-2.367","Deep","7"
"60.0","300.0","-2.242","Deep","7"
"80.0","300.0","-2.036","Deep","7"
"100.0","300.0","-1.735","Deep","7"
"120.0","300.0","-1.329","Deep","7"
"140.0","300.0","-0.821","Deep","7"
"160.0","300.0","-0.233","Deep","7"
"180.0","300.0","0.393","Deep","7"
"200.0","300.0","0.991","Deep","7"
"220.0","300.0","1.488","Deep","7"
"240.0","300.0","1.806","Deep","7"
"260.0","300.0","1.89","Deep","7"
"280.0","300.0","1.714","Deep","7"
"300.0","300.0","1.296","Deep","7"
"20.0","20.0","0.714","Deep","8"
"40.0","20.0","-2.191","Deep","8"
"60.0","20.0","-4.641","Deep","8"
"80.0","20.0","-5.571","Deep","8"
"100.0","20.0","-4.717","Deep","8"
"120.0","20.0","-2.484","Deep","8"
"140.0","20.0","0.281","Deep","8"
"160.0","20.0","2.643","Deep","8"
"180.0","20.0","3.911","Deep","8"
"200.0","20.0","3.831","Deep","8"
"220.0","20.0","2.609","Deep","8"
"240.0","20.0","0.773","Deep","8"
"260.0","20.0","-1.036","Deep","8"
"280.0","20.0","-2.277","Deep","8"
"300.0","20.0","-2.661","Deep","8"
"20.0","40.0","-2.191","Deep","8"
"40.0","40.0","-3.712","Deep","8"
"60.0","40.0","-5.195","Deep","8"
"80.0","40.0","-5.508","Deep","8"
"100.0","40.0","-4.325","Deep","8"
"120.0","40.0","-2.001","Deep","8"
"140.0","40.0","0.687","Deep","8"
"160.0","40.0","2.884","Deep","8"
"180.0","40.0","3.971","Deep","8"
"200.0","40.0","3.75","Deep","8"
"220.0","40.0","2.451","Deep","8"
"240.0","40.0","0.606","Deep","8"
"260.0","40.0","-1.161","Deep","8"
"280.0","40.0","-2.336","Deep","8"
"300.0","40.0","-2.654","Deep","8"
"20.0","60.0","-4.641","Deep","8"
"40.0","60.0","-5.195","Deep","8"
"60.0","60.0","-5.571","Deep","8"
"80.0","60.0","-5.057","Deep","8"
"100.0","60.0","-3.439","Deep","8"
"120.0","60.0","-1.049","Deep","8"
"140.0","60.0","1.434","Deep","8"
"160.0","60.0","3.292","Deep","8"
"180.0","60.0","4.034","Deep","8"
"200.0","60.0","3.554","Deep","8"
"220.0","60.0","2.125","Deep","8"
"240.0","60.0","0.279","Deep","8"
"260.0","60.0","-1.398","Deep","8"
"280.0","60.0","-2.44","Deep","8"
"300.0","60.0","-2.629","Deep","8"
"20.0","80.0","-5.571","Deep","8"
"40.0","80.0","-5.508","Deep","8"
"60.0","80.0","-5.057","Deep","8"
"80.0","80.0","-3.895","Deep","8"
"100.0","80.0","-2.001","Deep","8"
"120.0","80.0","0.281","Deep","8"
"140.0","80.0","2.378","Deep","8"
"160.0","80.0","3.729","Deep","8"
"180.0","80.0","4.0","Deep","8"
"200.0","80.0","3.19","Deep","8"
"220.0","80.0","1.621","Deep","8"
"240.0","80.0","-0.192","Deep","8"
"260.0","80.0","-1.716","Deep","8"
"280.0","80.0","-2.557","Deep","8"
"300.0","80.0","-2.564","Deep","8"
"20.0","100.0","-4.717","Deep","8"
"40.0","100.0","-4.325","Deep","8"
"60.0","100.0","-3.439","Deep","8"
"80.0","100.0","-2.001","Deep","8"
"100.0","100.0","-0.146","Deep","8"
"120.0","100.0","1.773","Deep","8"
"140.0","100.0","3.292","Deep","8"
"160.0","100.0","4.012","Deep","8"
"180.0","100.0","3.75","Deep","8"
"200.0","100.0","2.609","Deep","8"
"220.0","100.0","0.941","Deep","8"
"240.0","100.0","-0.771","Deep","8"
"260.0","100.0","-2.068","Deep","8"
"280.0","100.0","-2.645","Deep","8"
"300.0","100.0","-2.429","Deep","8"
"20.0","120.0","-2.484","Deep","8"
"40.0","120.0","-2.001","Deep","8"
"60.0","120.0","-1.049","Deep","8"
"80.0","120.0","0.281","Deep","8"
"100.0","120.0","1.773","Deep","8"
"120.0","120.0","3.1","Deep","8"
"140.0","120.0","3.911","Deep","8"
"160.0","120.0","3.957","Deep","8"
"180.0","120.0","3.19","Deep","8"
"200.0","120.0","1.791","Deep","8"
"220.0","120.0","0.119","Deep","8"
"240.0","120.0","-1.398","Deep","8"
"260.0","120.0","-2.391","Deep","8"
"280.0","120.0","-2.654","Deep","8"
"300.0","120.0","-2.196","Deep","8"
"20.0","140.0","0.281","Deep","8"
"40.0","140.0","0.687","Deep","8"
"60.0","140.0","1.434","Deep","8"
"80.0","140.0","2.378","Deep","8"
"100.0","140.0","3.292","Deep","8"
"120.0","140.0","3.911","Deep","8"
"140.0","140.0","4.0","Deep","8"
"160.0","140.0","3.441","Deep","8"
"180.0","140.0","2.29","Deep","8"
"200.0","140.0","0.773","Deep","8"
"220.0","140.0","-0.771","Deep","8"
"240.0","140.0","-1.988","Deep","8"
"260.0","140.0","-2.61","Deep","8"
"280.0","140.0","-2.535","Deep","8"
"300.0","140.0","-1.842","Deep","8"
"20.0","160.0","2.643","Deep","8"
"40.0","160.0","2.884","Deep","8"
"60.0","160.0","3.292","Deep","8"
"80.0","160.0","3.729","Deep","8"
"100.0","160.0","4.012","Deep","8"
"120.0","160.0","3.957","Deep","8"
"140.0","160.0","3.441","Deep","8"
"160.0","160.0","2.451","Deep","8"
"180.0","160.0","1.11","Deep","8"
"200.0","160.0","-0.343","Deep","8"
"220.0","160.0","-1.615","Deep","8"
"240.0","160.0","-2.44","Deep","8"
"260.0","160.0","-2.654","Deep","8"
"280.0","160.0","-2.247","Deep","8"
"300.0","160.0","-1.36","Deep","8"
"20.0","180.0","3.911","Deep","8"
"40.0","180.0","3.971","Deep","8"
"60.0","180.0","4.034","Deep","8"
"80.0","180.0","4.0","Deep","8"
"100.0","180.0","3.75","Deep","8"
"120.0","180.0","3.19","Deep","8"
"140.0","180.0","2.29","Deep","8"
"160.0","180.0","1.11","Deep","8"
"180.0","180.0","-0.192","Deep","8"
"200.0","180.0","-1.398","Deep","8"
"220.0","180.0","-2.277","Deep","8"
"240.0","180.0","-2.656","Deep","8"
"260.0","180.0","-2.467","Deep","8"
"280.0","180.0","-1.777","Deep","8"
"300.0","180.0","-0.765","Deep","8"
"20.0","200.0","3.831","Deep","8"
"40.0","200.0","3.75","Deep","8"
"60.0","200.0","3.554","Deep","8"
"80.0","200.0","3.19","Deep","8"
"100.0","200.0","2.609","Deep","8"
"120.0","200.0","1.791","Deep","8"
"140.0","200.0","0.773","Deep","8"
"160.0","200.0","-0.343","Deep","8"
"180.0","200.0","-1.398","Deep","8"
"200.0","200.0","-2.212","Deep","8"
"220.0","200.0","-2.63","Deep","8"
"240.0","200.0","-2.564","Deep","8"
"260.0","200.0","-2.027","Deep","8"
"280.0","200.0","-1.14","Deep","8"
"300.0","200.0","-0.101","Deep","8"
"20.0","220.0","2.609","Deep","8"
"40.0","220.0","2.451","Deep","8"
"60.0","220.0","2.125","Deep","8"
"80.0","220.0","1.621","Deep","8"
"100.0","220.0","0.941","Deep","8"
"120.0","220.0","0.119","Deep","8"
"140.0","220.0","-0.771","Deep","8"
"160.0","220.0","-1.615","Deep","8"
"180.0","220.0","-2.277","Deep","8"
"200.0","220.0","-2.63","Deep","8"
"220.0","220.0","-2.589","Deep","8"
"240.0","220.0","-2.142","Deep","8"
"260.0","220.0","-1.36","Deep","8"
"280.0","220.0","-0.392","Deep","8"
"300.0","220.0","0.568","Deep","8"
"20.0","240.0","0.773","Deep","8"
"40.0","240.0","0.606","Deep","8"
"60.0","240.0","0.279","Deep","8"
"80.0","240.0","-0.192","Deep","8"
"100.0","240.0","-0.771","Deep","8"
"120.0","240.0","-1.398","Deep","8"
"140.0","240.0","-1.988","Deep","8"
"160.0","240.0","-2.44","Deep","8"
"180.0","240.0","-2.656","Deep","8"
"200.0","240.0","-2.564","Deep","8"
"220.0","240.0","-2.142","Deep","8"
"240.0","240.0","-1.432","Deep","8"
"260.0","240.0","-0.541","Deep","8"
"280.0","240.0","0.378","Deep","8"
"300.0","240.0","1.156","Deep","8"
"20.0","260.0","-1.036","Deep","8"
"40.0","260.0","-1.161","Deep","8"
"60.0","260.0","-1.398","Deep","8"
"80.0","260.0","-1.716","Deep","8"
"100.0","260.0","-2.068","Deep","8"
"120.0","260.0","-2.391","Deep","8"
"140.0","260.0","-2.61","Deep","8"
"160.0","260.0","-2.654","Deep","8"
"180.0","260.0","-2.467","Deep","8"
"200.0","260.0","-2.027","Deep","8"
"220.0","260.0","-1.36","Deep","8"
"240.0","260.0","-0.541","Deep","8"
"260.0","260.0","0.313","Deep","8"
"280.0","260.0","1.063","Deep","8"
"300.0","260.0","1.58","Deep","8"
"20.0","280.0","-2.277","Deep","8"
"40.0","280.0","-2.336","Deep","8"
"60.0","280.0","-2.44","Deep","8"
"80.0","280.0","-2.557","Deep","8"
"100.0","280.0","-2.645","Deep","8"
"120.0","280.0","-2.654","Deep","8"
"140.0","280.0","-2.535","Deep","8"
"160.0","280.0","-2.247","Deep","8"
"180.0","280.0","-1.777","Deep","8"
"200.0","280.0","-1.14","Deep","8"
"220.0","280.0","-0.392","Deep","8"
"240.0","280.0","0.378","Deep","8"
"260.0","280.0","1.063","Deep","8"
"280.0","280.0","1.554","Deep","8"
"300.0","280.0","1.769","Deep","8"
"20.0","300.0","-2.661","Deep","8"
"40.0","300.0","-2.654","Deep","8"
"60.0","300.0","-2.629","Deep","8"
"80.0","300.0","-2.564","Deep","8"
"100.0","300.0","-2.429","Deep","8"
"120.0","300.0","-2.196","Deep","8"
"140.0","300.0","-1.842","Deep","8"
"160.0","300.0","-1.36","Deep","8"
"180.0","300.0","-0.765","Deep","8"
"200.0","300.0","-0.101","Deep","8"
"220.0","300.0","0.568","Deep","8"
"240.0","300.0","1.156","Deep","8"
"260.0","300.0","1.58","Deep","8"
"280.0","300.0","1.769","Deep","8"
"300.0","300.0","1.688","Deep","8"
"20.0","20.0","3.588","Deep","9"
"40.0","20.0","0.849","Deep","9"
"60.0","20.0","-2.298","Deep","9"
"80.0","20.0","-4.616","Deep","9"
"100.0","20.0","-5.348","Deep","9"
"120.0","20.0","-4.368","Deep","9"
"140.0","20.0","-2.15","Deep","9"
"160.0","20.0","0.47","Deep","9"
"180.0","20.0","2.623","Deep","9"
"200.0","20.0","3.702","Deep","9"
"220.0","20.0","3.52","Deep","9"
"240.0","20.0","2.306","Deep","9"
"260.0","20.0","0.572","Deep","9"
"280.0","20.0","-1.086","Deep","9"
"300.0","20.0","-2.184","Deep","9"
"20.0","40.0","0.849","Deep","9"
"40.0","40.0","-0.957","Deep","9"
"60.0","40.0","-3.311","Deep","9"
"80.0","40.0","-4.993","Deep","9"
"100.0","40.0","-5.273","Deep","9"
"120.0","40.0","-4.041","Deep","9"
"140.0","40.0","-1.755","Deep","9"
"160.0","40.0","0.798","Deep","9"
"180.0","40.0","2.812","Deep","9"
"200.0","40.0","3.741","Deep","9"
"220.0","40.0","3.442","Deep","9"
"240.0","40.0","2.168","Deep","9"
"260.0","40.0","0.43","Deep","9"
"280.0","40.0","-1.191","Deep","9"
"300.0","40.0","-2.231","Deep","9"
"20.0","60.0","-2.298","Deep","9"
"40.0","60.0","-3.311","Deep","9"
"60.0","60.0","-4.616","Deep","9"
"80.0","60.0","-5.338","Deep","9"
"100.0","60.0","-4.919","Deep","9"
"120.0","60.0","-3.319","Deep","9"
"140.0","60.0","-0.976","Deep","9"
"160.0","60.0","1.407","Deep","9"
"180.0","60.0","3.137","Deep","9"
"200.0","60.0","3.777","Deep","9"
"220.0","60.0","3.263","Deep","9"
"240.0","60.0","1.884","Deep","9"
"260.0","60.0","0.15","Deep","9"
"280.0","60.0","-1.389","Deep","9"
"300.0","60.0","-2.313","Deep","9"
"20.0","80.0","-4.616","Deep","9"
"40.0","80.0","-4.993","Deep","9"
"60.0","80.0","-5.338","Deep","9"
"80.0","80.0","-5.126","Deep","9"
"100.0","80.0","-4.041","Deep","9"
"120.0","80.0","-2.15","Deep","9"
"140.0","80.0","0.127","Deep","9"
"160.0","80.0","2.19","Deep","9"
"180.0","80.0","3.493","Deep","9"
"200.0","80.0","3.734","Deep","9"
"220.0","80.0","2.943","Deep","9"
"240.0","80.0","1.448","Deep","9"
"260.0","80.0","-0.253","Deep","9"
"280.0","80.0","-1.656","Deep","9"
"300.0","80.0","-2.404","Deep","9"
"20.0","100.0","-5.348","Deep","9"
"40.0","100.0","-5.273","Deep","9"
"60.0","100.0","-4.919","Deep","9"
"80.0","100.0","-4.041","Deep","9"
"100.0","100.0","-2.545","Deep","9"
"120.0","100.0","-0.597","Deep","9"
"140.0","100.0","1.407","Deep","9"
"160.0","100.0","2.983","Deep","9"
"180.0","100.0","3.741","Deep","9"
"200.0","100.0","3.52","Deep","9"
"220.0","100.0","2.441","Deep","9"
"240.0","100.0","0.861","Deep","9"
"260.0","100.0","-0.749","Deep","9"
"280.0","100.0","-1.954","Deep","9"
"300.0","100.0","-2.472","Deep","9"
"20.0","120.0","-4.368","Deep","9"
"40.0","120.0","-4.041","Deep","9"
"60.0","120.0","-3.319","Deep","9"
"80.0","120.0","-2.15","Deep","9"
"100.0","120.0","-0.597","Deep","9"
"120.0","120.0","1.111","Deep","9"
"140.0","120.0","2.623","Deep","9"
"160.0","120.0","3.579","Deep","9"
"180.0","120.0","3.734","Deep","9"
"200.0","120.0","3.056","Deep","9"
"220.0","120.0","1.74","Deep","9"
"240.0","120.0","0.15","Deep","9"
"260.0","120.0","-1.292","Deep","9"
"280.0","120.0","-2.231","Deep","9"
"300.0","120.0","-2.474","Deep","9"
"20.0","140.0","-2.15","Deep","9"
"40.0","140.0","-1.755","Deep","9"
"60.0","140.0","-0.976","Deep","9"
"80.0","140.0","0.127","Deep","9"
"100.0","140.0","1.407","Deep","9"
"120.0","140.0","2.623","Deep","9"
"140.0","140.0","3.493","Deep","9"
"160.0","140.0","3.775","Deep","9"
"180.0","140.0","3.357","Deep","9"
"200.0","140.0","2.306","Deep","9"
"220.0","140.0","0.861","Deep","9"
"240.0","140.0","-0.63","Deep","9"
"260.0","140.0","-1.814","Deep","9"
"280.0","140.0","-2.427","Deep","9"
"300.0","140.0","-2.369","Deep","9"
"20.0","160.0","0.47","Deep","9"
"40.0","160.0","0.798","Deep","9"
"60.0","160.0","1.407","Deep","9"
"80.0","160.0","2.19","Deep","9"
"100.0","160.0","2.983","Deep","9"
"120.0","160.0","3.579","Deep","9"
"140.0","160.0","3.775","Deep","9"
"160.0","160.0","3.442","Deep","9"
"180.0","160.0","2.573","Deep","9"
"200.0","160.0","1.301","Deep","9"
"220.0","160.0","-0.121","Deep","9"
"240.0","160.0","-1.389","Deep","9"
"260.0","160.0","-2.231","Deep","9"
"280.0","160.0","-2.48","Deep","9"
"300.0","160.0","-2.123","Deep","9"
"20.0","180.0","2.623","Deep","9"
"40.0","180.0","2.812","Deep","9"
"60.0","180.0","3.137","Deep","9"
"80.0","180.0","3.493","Deep","9"
"100.0","180.0","3.741","Deep","9"
"120.0","180.0","3.734","Deep","9"
"140.0","180.0","3.357","Deep","9"
"160.0","180.0","2.573","Deep","9"
"180.0","180.0","1.448","Deep","9"
"200.0","180.0","0.15","Deep","9"
"220.0","180.0","-1.086","Deep","9"
"240.0","180.0","-2.018","Deep","9"
"260.0","180.0","-2.461","Deep","9"
"280.0","180.0","-2.341","Deep","9"
"300.0","180.0","-1.719","Deep","9"
"20.0","200.0","3.702","Deep","9"
"40.0","200.0","3.741","Deep","9"
"60.0","200.0","3.777","Deep","9"
"80.0","200.0","3.734","Deep","9"
"100.0","200.0","3.52","Deep","9"
"120.0","200.0","3.056","Deep","9"
"140.0","200.0","2.306","Deep","9"
"160.0","200.0","1.301","Deep","9"
"180.0","200.0","0.15","Deep","9"
"200.0","200.0","-0.978","Deep","9"
"220.0","200.0","-1.886","Deep","9"
"240.0","200.0","-2.404","Deep","9"
"260.0","200.0","-2.435","Deep","9"
"280.0","200.0","-1.984","Deep","9"
"300.0","200.0","-1.166","Deep","9"
"20.0","220.0","3.52","Deep","9"
"40.0","220.0","3.442","Deep","9"
"60.0","220.0","3.263","Deep","9"
"80.0","220.0","2.943","Deep","9"
"100.0","220.0","2.441","Deep","9"
"120.0","220.0","1.74","Deep","9"
"140.0","220.0","0.861","Deep","9"
"160.0","220.0","-0.121","Deep","9"
"180.0","220.0","-1.086","Deep","9"
"200.0","220.0","-1.886","Deep","9"
"220.0","220.0","-2.378","Deep","9"
"240.0","220.0","-2.464","Deep","9"
"260.0","220.0","-2.123","Deep","9"
"280.0","220.0","-1.42","Deep","9"
"300.0","220.0","-0.505","Deep","9"
"20.0","240.0","2.306","Deep","9"
"40.0","240.0","2.168","Deep","9"
"60.0","240.0","1.884","Deep","9"
"80.0","240.0","1.448","Deep","9"
"100.0","240.0","0.861","Deep","9"
"120.0","240.0","0.15","Deep","9"
"140.0","240.0","-0.63","Deep","9"
"160.0","240.0","-1.389","Deep","9"
"180.0","240.0","-2.018","Deep","9"
"200.0","240.0","-2.404","Deep","9"
"220.0","240.0","-2.464","Deep","9"
"240.0","240.0","-2.165","Deep","9"
"260.0","240.0","-1.543","Deep","9"
"280.0","240.0","-0.704","Deep","9"
"300.0","240.0","0.196","Deep","9"
"20.0","260.0","0.572","Deep","9"
"40.0","260.0","0.43","Deep","9"
"60.0","260.0","0.15","Deep","9"
"80.0","260.0","-0.253","Deep","9"
"100.0","260.0","-0.749","Deep","9"
"120.0","260.0","-1.292","Deep","9"
"140.0","260.0","-1.814","Deep","9"
"160.0","260.0","-2.231","Deep","9"
"180.0","260.0","-2.461","Deep","9"
"200.0","260.0","-2.435","Deep","9"
"220.0","260.0","-2.123","Deep","9"
"240.0","260.0","-1.543","Deep","9"
"260.0","260.0","-0.77","Deep","9"
"280.0","260.0","0.074","Deep","9"
"300.0","260.0","0.846","Deep","9"
"20.0","280.0","-1.086","Deep","9"
"40.0","280.0","-1.191","Deep","9"
"60.0","280.0","-1.389","Deep","9"
"80.0","280.0","-1.656","Deep","9"
"100.0","280.0","-1.954","Deep","9"
"120.0","280.0","-2.231","Deep","9"
"140.0","280.0","-2.427","Deep","9"
"160.0","280.0","-2.48","Deep","9"
"180.0","280.0","-2.341","Deep","9"
"200.0","280.0","-1.984","Deep","9"
"220.0","280.0","-1.42","Deep","9"
"240.0","280.0","-0.704","Deep","9"
"260.0","280.0","0.074","Deep","9"
"280.0","280.0","0.798","Deep","9"
"300.0","280.0","1.35","Deep","9"
"20.0","300.0","-2.184","Deep","9"
"40.0","300.0","-2.231","Deep","9"
"60.0","300.0","-2.313","Deep","9"
"80.0","300.0","-2.404","Deep","9"
"100.0","300.0","-2.472","Deep","9"
"120.0","300.0","-2.474","Deep","9"
"140.0","300.0","-2.369","Deep","9"
"160.0","300.0","-2.123","Deep","9"
"180.0","300.0","-1.719","Deep","9"
"200.0","300.0","-1.166","Deep","9"
"220.0","300.0","-0.505","Deep","9"
"240.0","300.0","0.196","Deep","9"
"260.0","300.0","0.846","Deep","9"
"280.0","300.0","1.35","Deep","9"
"300.0","300.0","1.627","Deep","9"
"20.0","20.0","5.501","Deep","10"
"40.0","20.0","3.661","Deep","10"
"60.0","20.0","0.66","Deep","10"
"80.0","20.0","-2.423","Deep","10"
"100.0","20.0","-4.547","Deep","10"
"120.0","20.0","-5.082","Deep","10"
"140.0","20.0","-4.005","Deep","10"
"160.0","20.0","-1.829","Deep","10"
"180.0","20.0","0.632","Deep","10"
"200.0","20.0","2.581","Deep","10"
"220.0","20.0","3.488","Deep","10"
"240.0","20.0","3.221","Deep","10"
"260.0","20.0","2.027","Deep","10"
"280.0","20.0","0.395","Deep","10"
"300.0","20.0","-1.122","Deep","10"
"20.0","40.0","3.661","Deep","10"
"40.0","40.0","2.054","Deep","10"
"60.0","40.0","-0.539","Deep","10"
"80.0","40.0","-3.14","Deep","10"
"100.0","40.0","-4.808","Deep","10"
"120.0","40.0","-4.999","Deep","10"
"140.0","40.0","-3.726","Deep","10"
"160.0","40.0","-1.501","Deep","10"
"180.0","40.0","0.9","Deep","10"
"200.0","40.0","2.73","Deep","10"
"220.0","40.0","3.512","Deep","10"
"240.0","40.0","3.148","Deep","10"
"260.0","40.0","1.905","Deep","10"
"280.0","40.0","0.273","Deep","10"
"300.0","40.0","-1.21","Deep","10"
"20.0","60.0","0.66","Deep","10"
"40.0","60.0","-0.539","Deep","10"
"60.0","60.0","-2.423","Deep","10"
"80.0","60.0","-4.189","Deep","10"
"100.0","60.0","-5.082","Deep","10"
"120.0","60.0","-4.7","Deep","10"
"140.0","60.0","-3.124","Deep","10"
"160.0","60.0","-0.856","Deep","10"
"180.0","60.0","1.399","Deep","10"
"200.0","60.0","2.989","Deep","10"
"220.0","60.0","3.527","Deep","10"
"240.0","60.0","2.985","Deep","10"
"260.0","60.0","1.657","Deep","10"
"280.0","60.0","0.033","Deep","10"
"300.0","60.0","-1.376","Deep","10"
"20.0","80.0","-2.423","Deep","10"
"40.0","80.0","-3.14","Deep","10"
"60.0","80.0","-4.189","Deep","10"
"80.0","80.0","-4.984","Deep","10"
"100.0","80.0","-4.999","Deep","10"
"120.0","80.0","-4.005","Deep","10"
"140.0","80.0","-2.157","Deep","10"
"160.0","80.0","0.065","Deep","10"
"180.0","80.0","2.051","Deep","10"
"200.0","80.0","3.277","Deep","10"
"220.0","80.0","3.476","Deep","10"
"240.0","80.0","2.7","Deep","10"
"260.0","80.0","1.278","Deep","10"
"280.0","80.0","-0.312","Deep","10"
"300.0","80.0","-1.601","Deep","10"
"20.0","100.0","-4.547","Deep","10"
"40.0","100.0","-4.808","Deep","10"
"60.0","100.0","-5.082","Deep","10"
"80.0","100.0","-4.999","Deep","10"
"100.0","100.0","-4.263","Deep","10"
"120.0","100.0","-2.808","Deep","10"
"140.0","100.0","-0.856","Deep","10"
"160.0","100.0","1.156","Deep","10"
"180.0","100.0","2.73","Deep","10"
"200.0","100.0","3.488","Deep","10"
